# vv Sistema 2b-milano vv Matriz Jacobiana vv Formulação Completa vv Iteração 0 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.333924499619963733e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.333924499619963733e+00,-6.333924499619963733e+00,-1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,-6.333924499619963733e+00,6.333924499619963733e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000036e-10
# vv Sistema 2b-milano vv Matriz Jacobiana vv Formulação Completa vv Iteração 1 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.044245372932166127e+00,-1.893593789246813541e+00,-1.893593789246813541e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.893593789246813541e+00,6.623603626307761338e+00,-6.044245372932166127e+00,-1.000000000000000000e+00
0.000000000000000000e+00,-1.893593789246813541e+00,-6.044245372932166127e+00,6.623603626307761338e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000036e-10
# vv Sistema 2b-milano vv Matriz Jacobiana vv Formulação Completa vv Iteração 2 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.706771188687660867e+00,-1.916508277478577549e+00,-2.016452707144298806e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.916508277358244694e+00,6.961077809398569904e+00,-6.004374908489521268e+00,-1.000000000000000000e+00
0.000000000000000000e+00,-1.916508277358244694e+00,-5.706771189045974246e+00,6.035598742938309336e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000036e-10
# vv Sistema 2b-milano vv Matriz Jacobiana vv Formulação Completa vv Iteração 3 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.683370481984089118e+00,-1.922952018836565857e+00,-2.030016007823252977e+00,0.000000000000000000e+00
0.000000000000000000e+00,-1.922952018832204679e+00,6.984478517214220084e+00,-5.999802877985691119e+00,-1.000000000000000000e+00
0.000000000000000000e+00,-1.922952018832204679e+00,-5.683370481996978363e+00,5.999937869610847407e+00,0.000000000000000000e+00
