# vv Sistema 2b-teste vv Matriz Jacobiana vv Formulação COMPLETA vv Iteração 0 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
# vv Sistema 2b-teste vv Matriz Jacobiana vv Formulação COMPLETA vv Iteração 1 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.950041652780257095e-01,0.000000000000000000e+00,-9.983341664682815475e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-9.983341664682815475e-02,0.000000000000000000e+00,1.004995834721974290e+00
# vv Sistema 2b-teste vv Matriz Jacobiana vv Formulação COMPLETA vv Iteração 2 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.899244274896110696e-01,0.000000000000000000e+00,-1.005029224681611849e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-9.999660448264391377e-02,0.000000000000000000e+00,9.949875500787357385e-01
# vv Sistema 2b-teste vv Matriz Jacobiana vv Formulação COMPLETA vv Iteração 3 vv
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.898979492815821457e-01,0.000000000000000000e+00,-1.005089617742675329e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-9.999999984111841711e-02,0.000000000000000000e+00,9.949361543924070128e-01
