numero;nome;tipo;tensao;angulo;potencia_ativa;potencia_reativa;demanda_ativa;demanda_reativa;shunt_barra;area
12;LCBARRET-4GR; 1;1.0;-24.4;307.3;-174.2;0.0;0.0;0.0;1
16;FURNAS---5GR; 1;1.0;-26.4;819.5;-50.1;0.0;0.0;0.0;1
18;ITUMBIAR-6GR; 2;1.02;-24.0;1046.8;-347.6;0.0;0.0;0.0;1
20;MARIMBON-5GR; 1;1.01;-22.5;921.9;-262.2;0.0;0.0;0.0;1
22;M.MOR.A--3GR; 1;1.0;-19.9;153.6;-14.0;0.0;0.0;0.0;1
35;CORUMBA--2GR; 1;1.0;-27.1;204.9;-39.3;0.0;0.0;0.0;1
48;IBIUNA---4CS; 1;1.0;-44.9;0.0;-308.5;0.0;0.0;0.0;1
86;IBIUNA---345; 0;1.022;-44.9;0.0;0.0;67.6;1.2;0.0;1
100;MARIMBON-500; 0;1.049;-28.9;0.0;0.0;0.0;0.0;0.0;1
101;ARARAQUA-500; 0;1.051;-37.1;0.0;0.0;0.0;0.0;-220.9;1
102;POCOS----500; 0;1.033;-44.2;0.0;0.0;0.0;0.0;-106.7;1
103;CAMPINAS-500; 0;1.048;-44.8;0.0;0.0;0.0;0.0;0.0;1
104;C.PAULIS-500; 0;1.028;-53.8;0.0;0.0;932.8;240.9;0.0;1
106;ADRIANO--500; 0;1.015;-54.7;0.0;0.0;0.0;0.0;-103.1;1
120;P.CALDAS-345; 0;1.016;-42.1;0.0;0.0;184.5;92.2;0.0;1
122;IBIUNA---500; 0;1.049;-43.6;0.0;0.0;205.0;39.0;0.0;1
123;CAMPINAS-345; 0;1.009;-47.6;0.0;0.0;461.2;179.4;0.0;1
126;GUARULHOS345; 0;1.019;-45.8;0.0;0.0;297.2;97.4;0.0;1
131;M.MORAES-345; 0;1.021;-27.6;0.0;0.0;0.0;0.0;0.0;1
134;LBARRETO-345; 0;1.023;-26.6;0.0;0.0;0.0;0.0;0.0;1
136;FURNAS---345; 0;1.016;-33.6;0.0;0.0;55.4;23.6;0.0;1
138;ITUTINGA-345; 0;1.009;-45.4;0.0;0.0;73.8;34.8;0.0;1
140;ADRIANO--345; 0;0.988;-55.9;0.0;0.0;717.5;256.3;0.0;1
210;ITUMBIARA500; 0;1.045;-27.8;0.0;0.0;0.0;0.0;0.0;1
213;MARIMBON-345; 0;1.044;-29.1;0.0;0.0;95.3;40.0;0.0;1
216;PCOLOMBIA345; 0;1.045;-28.1;0.0;0.0;54.3;25.6;0.0;1
217;ITUMBIARA345; 0;1.045;-32.6;0.0;0.0;373.1;59.5;0.0;1
218;BANDEIRA-345; 0;1.016;-40.7;0.0;0.0;615.0;205.0;0.0;1
219;B.SUL----345; 0;1.02;-39.5;0.0;0.0;0.0;0.0;0.0;1
220;CORUMBA--345; 0;1.047;-32.3;0.0;0.0;0.0;0.0;0.0;1
225;ITUMBIARA230; 0;1.0;-35.1;0.0;0.0;0.0;0.0;0.0;1
228;B.SUL----230; 0;1.007;-41.3;0.0;0.0;88.1;34.8;0.0;1
233;SAMAMBAI-500; 0;1.031;-36.7;0.0;0.0;0.0;0.0;0.0;1
234;SAMAMBAI-345; 0;1.019;-39.6;0.0;0.0;1025.0;358.8;0.0;1
300;EMBORCAC-3GR; 1;1.02;-18.9;717.1;-164.0;0.0;0.0;0.0;1
301;JAGUARA--4GR; 1;1.01;-19.4;307.3;-119.8;0.0;0.0;0.0;1
302;N.PONTE--3GR; 1;1.02;-18.3;409.7;-115.3;0.0;0.0;0.0;1
303;S.SIMAO--4GR; 1;1.02;-24.5;204.9;-264.4;0.0;0.0;0.0;1
305;V.GRANDE-4GR; 1;1.0;-22.3;307.3;-46.7;0.0;0.0;0.0;1
320;EMBORCAC-500; 0;1.046;-24.2;0.0;0.0;0.0;0.0;0.0;1
325;JAGUARA--500; 0;1.044;-23.8;0.0;0.0;0.0;0.0;0.0;1
326;JAGUARA--345; 0;1.03;-26.2;0.0;0.0;280.9;106.6;0.0;1
360;NPONTE---500; 0;1.045;-22.5;0.0;0.0;0.0;0.0;0.0;1
370;SSIMAO---500; 0;1.048;-25.6;0.0;0.0;0.0;0.0;0.0;1
396;VGRANDE--345; 0;1.038;-26.1;0.0;0.0;0.0;0.0;0.0;1
500;A.VERMEL-4GR; 1;1.02;-21.7;819.5;-93.6;0.0;0.0;0.0;1
535;AVERMELHA500; 0;1.033;-26.3;0.0;0.0;0.0;0.0;0.0;1
536;AVERMELH-440; 0;1.02;-29.1;0.0;0.0;717.5;153.8;0.0;1
1503;ITAJUBA--500; 0;1.029;-51.3;0.0;0.0;0.0;0.0;0.0;1
1504;ITAJUBA--138; 0;0.993;-55.7;0.0;0.0;148.6;64.6;0.0;1
800;GBMUNHOZ-2GR; 1;1.02;-7.3;1126.8;221.2;0.0;0.0;0.0;2
808;SCAXIAS--4GR; 1;1.02;3.5;1178.0;150.9;0.0;0.0;0.0;2
810;SSEGREDO-4GR; 1;1.02;-4.2;1229.2;5.7;0.0;0.0;0.0;2
814;BATEIAS--230; 0;1.0;-39.3;0.0;0.0;753.8;195.8;0.0;2
824;GBMUNHOZ-500; 0;1.025;-18.0;0.0;0.0;0.0;0.0;0.0;2
834;S.MATEUS-230; 0;0.992;-30.1;0.0;0.0;13.7;4.3;0.0;2
839;CASCAVEL-230; 0;0.998;-6.7;0.0;0.0;0.0;0.0;0.0;2
840;CASCAVEL-138; 0;0.985;-9.7;0.0;0.0;163.0;36.9;0.0;2
848;FCHOPIM--138; 0;0.998;-5.8;0.0;0.0;96.4;18.5;0.0;2
856;SEGREDO--500; 0;1.027;-11.3;0.0;0.0;0.0;0.0;0.0;2
895;BATEIAS--500; 0;1.02;-36.9;0.0;0.0;0.0;0.0;0.0;2
896;CASCAVELO500; 0;1.024;-4.5;0.0;0.0;0.0;0.0;0.0;2
897;SCAXIAS--500; 0;1.036;-3.1;0.0;0.0;0.0;0.0;0.0;2
898;FCHOPIM--230; 0;1.011;-2.3;0.0;0.0;0.0;0.0;0.0;2
904;ITA------4GR; 1;1.02;-15.7;717.1;-148.8;0.0;0.0;0.0;2
915;MACHADIN-2GR; 1;1.02;-13.5;717.1;-51.2;0.0;0.0;0.0;2
919;SOSOR1A4-4GR; 1;1.0;5.7;717.1;93.7;0.0;0.0;0.0;2
925;SSANTIAG-3GR; 1;1.02;-0.2;973.1;114.7;0.0;0.0;0.0;2
933;AREIA----500; 0;1.024;-18.4;0.0;0.0;0.0;0.0;0.0;2
934;AREIA----230; 0;1.0;-18.6;0.0;0.0;242.9;60.5;0.0;2
938;BLUMENAU-500; 0;1.018;-39.1;0.0;0.0;0.0;0.0;0.0;2
939;BLUMENAU-230; 0;1.0;-41.7;0.0;0.0;1177.7;54.4;0.0;2
955;CNOVOS---500; 0;1.042;-24.6;0.0;0.0;0.0;0.0;0.0;2
959;CURITIBA-500; 0;1.008;-36.6;0.0;0.0;0.0;0.0;101.6;2
