numero;nome;tipo;tensao;angulo;potencia_ativa;potencia_reativa;demanda_ativa;demanda_reativa;shunt_barra;area
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-23.4;299.8;-171.5;0.0;0.0;0.0;1
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
396;VGRANDE--345;0;1.034;-25.5;0.0;0.0;0.0;0.0;0.0;2
800;GBMUNHOZ-2GR;1;1.02;-8.3;1099.3;142.1;0.0;0.0;0.0;3
800;GBMUNHOZ-2GR;1;1.02;-8.3;1099.3;142.1;0.0;0.0;0.0;3
