numero;nome;tipo;tensao;angulo;potencia_ativa;potencia_reativa;demanda_ativa;demanda_reativa;shunt_barra;area
12;LCBARRET-4GR; 1;1.0;-24.0;307.3;-173.7;0.0;0.0;0.0;1
16;FURNAS---5GR; 1;1.0;-25.8;819.5;-48.0;0.0;0.0;0.0;1
18;ITUMBIAR-6GR; 2;1.02;-24.0;1047.7;-341.0;0.0;0.0;0.0;1
20;MARIMBON-5GR; 1;1.01;-22.7;921.9;-242.5;0.0;0.0;0.0;1
22;M.MOR.A--3GR; 1;1.0;-19.5;153.6;-14.0;0.0;0.0;0.0;1
35;CORUMBA--2GR; 1;1.0;-27.1;204.9;-38.6;0.0;0.0;0.0;1
48;IBIUNA---4CS; 1;1.0;-44.6;0.0;-298.5;0.0;0.0;0.0;1
86;IBIUNA---345; 0;1.021;-44.6;0.0;0.0;67.6;1.2;0.0;1
100;MARIMBON-500; 0;1.047;-29.0;0.0;0.0;0.0;0.0;0.0;1
101;ARARAQUA-500; 0;1.044;-37.5;0.0;0.0;0.0;0.0;-218.1;1
102;POCOS----500; 0;1.028;-44.1;0.0;0.0;0.0;0.0;-105.7;1
103;CAMPINAS-500; 0;1.035;-46.2;0.0;0.0;0.0;0.0;0.0;1
104;C.PAULIS-500; 0;1.018;-54.4;0.0;0.0;932.8;240.9;0.0;1
106;ADRIANO--500; 0;1.005;-55.2;0.0;0.0;0.0;0.0;-101.1;1
120;P.CALDAS-345; 0;1.019;-41.0;0.0;0.0;184.5;92.2;0.0;1
122;IBIUNA---500; 0;1.044;-43.9;0.0;0.0;205.0;39.0;0.0;1
123;CAMPINAS-345; 0;0.985;-52.5;0.0;0.0;461.2;179.4;0.0;1
126;GUARULHOS345; 0;1.022;-44.9;0.0;0.0;297.2;97.4;0.0;1
131;M.MORAES-345; 0;1.021;-27.2;0.0;0.0;0.0;0.0;0.0;1
134;LBARRETO-345; 0;1.023;-26.3;0.0;0.0;0.0;0.0;0.0;1
136;FURNAS---345; 0;1.015;-32.9;0.0;0.0;55.4;23.6;0.0;1
138;ITUTINGA-345; 0;1.002;-45.2;0.0;0.0;73.8;34.8;0.0;1
140;ADRIANO--345; 0;0.977;-56.2;0.0;0.0;717.5;256.3;0.0;1
210;ITUMBIARA500; 0;1.045;-27.8;0.0;0.0;0.0;0.0;0.0;1
213;MARIMBON-345; 0;1.042;-29.1;0.0;0.0;95.3;40.0;0.0;1
216;PCOLOMBIA345; 0;1.044;-28.1;0.0;0.0;54.3;25.6;0.0;1
217;ITUMBIARA345; 0;1.044;-32.6;0.0;0.0;373.1;59.5;0.0;1
218;BANDEIRA-345; 0;1.016;-40.7;0.0;0.0;615.0;205.0;0.0;1
219;B.SUL----345; 0;1.019;-39.5;0.0;0.0;0.0;0.0;0.0;1
220;CORUMBA--345; 0;1.047;-32.3;0.0;0.0;0.0;0.0;0.0;1
