numero;nome;tipo;tensao;angulo;potencia_ativa;potencia_reativa;demanda_ativa;demanda_reativa;shunt_barra;area
12;LCBARRET-4GR; 1;1.0;-24.8;307.3;-159.2;0.0;0.0;0.0;1
16;FURNAS---5GR; 1;1.0;-27.1;819.5;-6.2;0.0;0.0;0.0;1
18;ITUMBIAR-6GR; 2;1.02;-24.0;1078.6;-330.5;0.0;0.0;0.0;1
20;MARIMBON-5GR; 1;1.01;-22.8;921.9;-216.2;0.0;0.0;0.0;1
22;M.MOR.A--3GR; 1;1.0;-20.4;153.6;-10.6;0.0;0.0;0.0;1
35;CORUMBA--2GR; 1;1.0;-27.3;204.9;-37.7;0.0;0.0;0.0;1
48;IBIUNA---4CS; 1;1.0;-45.2;0.0;-76.5;0.0;0.0;0.0;1
86;IBIUNA---345; 0;1.005;-45.2;0.0;0.0;67.6;1.2;0.0;1
100;MARIMBON-500; 0;1.043;-29.1;0.0;0.0;0.0;0.0;0.0;1
101;ARARAQUA-500; 0;1.034;-37.6;0.0;0.0;0.0;0.0;-214.0;1
102;POCOS----500; 0;1.014;-45.1;0.0;0.0;0.0;0.0;-102.8;1
103;CAMPINAS-500; 0;1.018;-45.6;0.0;0.0;0.0;0.0;0.0;1
104;C.PAULIS-500; 0;1.0;-55.1;0.0;0.0;932.8;240.9;0.0;1
106;ADRIANO--500; 0;0.989;-56.1;0.0;0.0;0.0;0.0;-97.7;1
120;P.CALDAS-345; 0;1.005;-43.2;0.0;0.0;184.5;92.2;0.0;1
122;IBIUNA---500; 0;1.006;-44.0;0.0;0.0;205.0;39.0;0.0;1
123;CAMPINAS-345; 0;0.985;-48.6;0.0;0.0;461.2;179.4;0.0;1
126;GUARULHOS345; 0;1.007;-45.9;0.0;0.0;297.2;97.4;0.0;1
131;M.MORAES-345; 0;1.018;-28.1;0.0;0.0;0.0;0.0;0.0;1
134;LBARRETO-345; 0;1.021;-27.1;0.0;0.0;0.0;0.0;0.0;1
136;FURNAS---345; 0;1.009;-34.3;0.0;0.0;55.4;23.6;0.0;1
138;ITUTINGA-345; 0;0.991;-46.4;0.0;0.0;73.8;34.8;0.0;1
140;ADRIANO--345; 0;0.962;-57.3;0.0;0.0;717.5;256.3;0.0;1
210;ITUMBIARA500; 0;1.044;-27.9;0.0;0.0;0.0;0.0;0.0;1
213;MARIMBON-345; 0;1.04;-29.4;0.0;0.0;95.3;40.0;0.0;1
216;PCOLOMBIA345; 0;1.042;-28.5;0.0;0.0;54.3;25.6;0.0;1
217;ITUMBIARA345; 0;1.044;-32.8;0.0;0.0;373.1;59.5;0.0;1
218;BANDEIRA-345; 0;1.015;-40.9;0.0;0.0;615.0;205.0;0.0;1
219;B.SUL----345; 0;1.019;-39.7;0.0;0.0;0.0;0.0;0.0;1
220;CORUMBA--345; 0;1.047;-32.5;0.0;0.0;0.0;0.0;0.0;1
225;ITUMBIARA230; 0;1.0;-35.2;0.0;0.0;0.0;0.0;0.0;1
228;B.SUL----230; 0;1.006;-41.5;0.0;0.0;88.1;34.8;0.0;1
233;SAMAMBAI-500; 0;1.03;-36.9;0.0;0.0;0.0;0.0;0.0;1
234;SAMAMBAI-345; 0;1.018;-39.8;0.0;0.0;1025.0;358.8;0.0;1
