numero;nome;tipo;tensao;angulo;potencia_ativa;potencia_reativa;demanda_ativa;demanda_reativa;shunt_barra;area
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
12;LCBARRET-4GR;1;1.0;-24.8;300.0;-196.3;0.0;0.0;0.0;1
